ID,Value,Category,Score
2633,925.42,A,50
2634,916.52,C,43
2635,419.85,C,25
2636,971.88,E,37
2637,328.66,A,47
2638,958.09,D,95
2639,823.00,A,91
2640,164.78,D,3
2641,414.79,A,49
2642,664.58,C,83
2643,45.53,A,91
2644,49.27,B,98
2645,388.14,B,80
2646,797.91,A,78
2647,705.36,A,58
2648,840.74,A,18
2649,436.68,D,19
2650,643.57,D,64
2651,356.51,B,27
2652,143.94,D,85
2653,861.55,A,82
2654,68.59,A,8
2655,255.79,D,81
2656,965.66,E,85
2657,199.80,E,23
2658,522.49,B,77
2659,415.13,B,14
2660,96.04,B,87
2661,439.41,D,9
2662,146.67,C,9
2663,5.23,A,95
2664,388.96,E,62
2665,667.39,C,88
2666,409.34,B,70
2667,559.69,A,55
2668,612.71,C,19
2669,198.10,B,48
2670,164.22,E,44
2671,866.91,C,74
2672,326.61,E,7
2673,302.87,C,88
2674,543.67,D,40
2675,720.01,C,14
2676,769.37,D,20
2677,52.16,B,59
2678,96.13,A,15
2679,453.94,D,12
2680,643.28,B,74
2681,292.81,B,95
2682,522.27,D,20
2683,277.08,B,54
2684,458.60,A,99
2685,410.38,A,47
2686,49.28,E,84
2687,459.85,B,64
2688,514.21,B,66
2689,828.18,B,41
2690,773.79,E,69
2691,125.88,D,35
2692,499.11,E,26
2693,263.39,B,83
2694,267.03,C,26
2695,89.10,C,60
2696,896.03,B,60
2697,22.91,E,47
2698,410.38,C,15
2699,869.95,C,40
2700,593.37,E,61
2701,805.94,D,46
2702,872.08,D,56
2703,207.92,D,61
2704,931.68,C,90
2705,950.14,C,60
2706,203.99,A,29
2707,809.62,E,27
2708,726.57,D,47
2709,783.96,A,58
2710,586.35,B,25
2711,30.46,B,36
2712,4.56,C,57
2713,840.35,D,52
2714,355.58,E,46
2715,993.00,D,92
2716,32.74,A,68
2717,676.15,E,14
2718,506.07,A,85
2719,470.03,C,88
2720,529.74,A,33
2721,756.50,A,1
2722,780.39,E,19
2723,399.98,B,38
2724,892.94,E,0
2725,882.23,B,70
2726,221.83,A,54
2727,39.80,E,78
2728,711.48,D,19
2729,143.75,C,22
2730,593.61,C,62
2731,414.10,E,83
2732,497.44,E,9
2733,838.78,B,62
2734,481.67,E,36
2735,1.88,D,42
2736,933.79,B,32
2737,93.30,D,2
2738,594.67,C,76
2739,157.60,E,39
2740,811.32,A,61
2741,351.00,D,93
2742,486.03,A,42
2743,720.54,D,74
2744,197.71,D,72
2745,853.63,B,2
2746,29.10,A,39
2747,24.64,B,10
2748,672.89,D,61
2749,415.62,D,24
2750,369.64,E,74
2751,999.79,E,79
2752,383.41,A,34
2753,881.87,A,39
2754,116.29,D,72
2755,761.27,C,72
2756,191.98,D,9
2757,266.19,B,21
2758,682.25,A,95
2759,234.24,B,90
2760,837.46,D,37
2761,154.80,E,70
2762,80.16,E,88
2763,262.03,A,1
2764,746.48,B,14
2765,117.14,D,35
2766,667.21,C,44
2767,845.01,B,58
2768,580.79,B,79
2769,31.78,D,86
2770,124.50,B,39
2771,553.37,A,45
2772,458.36,C,6
2773,648.88,A,47
2774,82.91,C,60
2775,559.36,E,70
2776,693.11,D,71
2777,480.71,A,19
2778,625.15,C,71
2779,249.75,B,59
2780,203.24,A,31
2781,971.98,D,87
2782,325.72,D,18
2783,920.40,D,84
2784,384.21,E,17
2785,322.75,D,10
2786,746.18,E,52
2787,86.64,E,62
2788,90.94,C,42
2789,810.99,D,67
2790,550.59,E,90
2791,406.09,A,61
2792,417.94,D,29
2793,316.43,C,5
2794,648.63,A,39
2795,512.53,D,8
2796,283.71,B,64
2797,131.61,C,85
2798,254.17,C,99
2799,529.49,A,5
2800,66.35,C,59
2801,185.65,C,9
2802,45.29,C,11
2803,243.06,B,82
2804,165.82,C,66
2805,328.19,E,15
2806,737.27,A,76
2807,279.54,E,24
2808,569.63,B,18
2809,150.22,D,66
2810,163.93,B,22
2811,402.86,C,55
2812,410.22,B,75
2813,923.40,A,23
2814,495.92,E,64
2815,162.38,A,78
2816,328.85,D,63
2817,730.38,D,99
2818,564.28,C,61
2819,199.65,B,5
2820,295.30,A,83
2821,953.16,B,20
2822,828.39,E,45
2823,485.12,A,13
2824,944.64,A,40
2825,418.82,D,15
2826,759.20,D,47
2827,289.99,D,36
2828,277.92,B,89
2829,296.82,C,8
2830,691.49,C,21
2831,293.63,B,49
2832,809.47,E,9
2833,376.10,D,15
2834,835.03,A,88
2835,818.43,C,14
2836,658.65,D,81
2837,264.89,B,39
2838,820.53,B,82
2839,846.44,D,7
2840,221.27,A,74
2841,439.08,A,78
2842,964.42,E,12
2843,477.72,E,43
2844,388.69,E,98
2845,848.16,D,53
2846,692.24,A,32
2847,869.00,C,41
2848,709.71,E,99
2849,79.39,B,17
2850,102.61,E,95
2851,99.24,C,64
2852,44.35,A,58
2853,171.61,D,91
2854,993.50,C,55
2855,368.85,D,35
2856,89.54,C,16
2857,253.11,D,37
2858,271.38,B,51
2859,630.77,C,32
2860,757.86,D,29
2861,990.63,A,32
2862,635.98,E,32
2863,224.07,D,6
2864,961.33,C,92
2865,226.47,B,29
2866,821.15,D,61
2867,622.06,A,65
2868,934.48,B,8
2869,965.56,C,49
2870,952.47,B,52
2871,718.67,E,78
2872,794.29,C,77
2873,543.08,E,68
2874,593.97,E,3
2875,828.70,B,96
2876,763.89,E,96
2877,407.93,D,0
2878,698.15,D,18
2879,425.13,A,22
2880,49.04,A,78
2881,498.15,B,45
2882,461.11,E,9
2883,229.07,D,49
2884,164.28,A,8
2885,371.83,E,67
2886,345.48,D,100
2887,900.97,B,79
2888,228.30,D,85
2889,243.54,E,51
2890,748.64,E,35
2891,969.94,B,90
2892,120.26,B,90
2893,657.57,D,22
2894,676.40,E,77
2895,26.24,A,62
2896,758.53,B,48
2897,576.77,A,46
2898,700.63,D,74
2899,424.30,A,4
2900,653.57,D,97
2901,34.86,C,5
2902,397.78,A,70
2903,166.29,D,77
2904,48.94,A,84
2905,268.55,C,24
2906,918.80,D,15
2907,689.55,D,20
2908,810.10,A,94
2909,14.61,A,29
2910,979.44,D,15
2911,149.46,B,5
2912,587.49,C,71
2913,673.90,D,56
2914,987.88,D,95
2915,625.91,E,58
2916,863.71,E,88
2917,123.18,D,74
2918,228.34,E,54
2919,677.92,D,87
2920,630.29,D,27
2921,197.05,B,38
2922,441.09,D,83
2923,184.00,D,100
2924,565.67,A,73
2925,262.05,E,2
2926,273.31,A,54
2927,752.22,C,97
2928,279.29,D,60
2929,769.05,B,67
2930,95.74,A,99
2931,399.92,B,69
2932,137.38,B,9
2933,358.51,E,49
2934,681.92,D,31
2935,43.78,D,19
2936,122.86,A,68
2937,494.90,C,96
2938,747.36,E,10
2939,101.58,E,77
2940,45.96,E,46
2941,958.36,E,11
2942,783.92,E,87
2943,96.87,C,33
2944,172.57,E,97
2945,822.54,B,46
2946,792.62,D,71
2947,191.74,C,83
2948,567.97,A,69
2949,302.37,B,20
2950,836.31,E,1
2951,100.29,D,0
2952,397.99,E,33
2953,53.09,B,26
2954,224.85,D,15
2955,193.56,A,51
2956,551.76,E,13
2957,437.63,B,46
2958,45.48,D,2
2959,966.51,C,44
2960,833.06,B,53
2961,409.87,A,20
2962,802.56,E,48
2963,132.26,D,25
2964,886.16,C,92
2965,503.59,E,6
2966,793.38,C,77
2967,658.05,D,86
2968,565.92,C,36
2969,475.13,A,78
2970,436.15,E,0
2971,192.74,E,89
2972,279.78,B,86
2973,936.48,A,89
2974,101.08,B,19
2975,157.92,A,95
2976,321.06,D,6
2977,109.22,D,97
2978,393.16,A,95
2979,445.40,A,0
2980,161.23,B,22
2981,663.34,D,67
2982,863.04,A,4
2983,332.22,C,20
2984,865.66,D,22
2985,377.46,E,47
2986,639.34,B,29
2987,464.68,A,73
2988,241.03,A,51
2989,317.51,E,84
2990,849.90,B,65
2991,256.62,D,2
2992,99.08,C,38
2993,119.38,C,79
2994,360.54,E,7
2995,123.45,A,83
2996,47.61,C,56
2997,391.07,D,56
2998,838.26,D,94
2999,559.22,D,52
3000,681.25,A,95
3001,973.29,E,38
3002,219.06,E,73
3003,592.25,C,46
3004,193.83,B,36
3005,431.68,A,98
3006,860.30,D,70
3007,681.11,C,32
3008,750.83,C,11
3009,720.70,D,18
3010,723.23,A,33
3011,978.09,A,8
3012,786.60,B,70
3013,912.89,D,27
3014,712.97,E,35
3015,384.41,C,37
3016,387.98,E,75
3017,569.58,B,83
3018,235.02,A,12
3019,575.33,A,24
3020,580.36,A,19
3021,645.05,C,39
3022,252.07,B,20
3023,557.55,A,71
3024,148.75,C,67
3025,441.28,D,75
3026,246.77,E,47
3027,662.18,C,14
3028,656.17,A,93
3029,422.80,C,62
3030,264.71,C,62
3031,244.93,C,13
3032,38.18,B,9
3033,263.93,A,0
3034,596.07,A,8
3035,551.18,C,35
3036,386.60,E,59
3037,73.90,E,35
3038,308.37,D,29
3039,800.72,E,68
3040,856.97,C,54
3041,300.30,A,89
3042,228.52,C,2
3043,573.09,D,32
3044,983.17,A,78
3045,283.22,C,19
3046,781.54,A,61
3047,274.85,C,42
3048,161.14,A,80
3049,525.62,B,59
3050,322.81,C,76
3051,244.09,E,29
3052,479.58,E,15
3053,235.52,E,0
3054,47.25,E,0
3055,231.77,C,82
3056,808.99,E,1
3057,431.01,A,83
3058,933.90,D,25
3059,344.20,D,43
3060,589.58,E,78
3061,140.99,C,11
3062,565.75,C,72
3063,678.11,D,50
3064,663.11,C,32
3065,43.72,B,8
3066,301.63,E,90
3067,986.80,A,8
3068,768.35,B,45
3069,570.01,C,20
3070,144.96,B,59
3071,472.75,E,16
3072,766.80,E,3
3073,662.29,D,45
3074,561.49,B,15
3075,105.16,E,66
3076,73.01,E,69
3077,714.97,E,38
3078,424.27,C,13
3079,706.26,D,21
3080,280.48,B,85
3081,137.22,B,88
3082,398.25,B,99
3083,956.73,E,26
3084,746.24,D,66
3085,614.58,C,47
3086,643.33,E,53
3087,389.27,A,61
3088,124.80,B,61
3089,637.86,C,81
3090,676.70,D,52
3091,524.64,B,49
3092,300.95,E,68
3093,786.41,E,75
3094,44.59,D,66
3095,367.01,B,21
3096,882.09,D,90
3097,667.29,C,84
3098,754.01,D,65
3099,106.88,D,53
3100,700.08,C,14
3101,623.53,C,29
3102,246.02,B,52
3103,134.28,D,9
3104,596.89,C,32
3105,212.48,A,96
3106,917.25,A,58
3107,536.66,E,35
3108,118.75,B,71
3109,571.24,D,78
3110,935.55,D,2
3111,574.77,B,9
3112,924.67,B,20
3113,742.41,D,7
3114,707.05,B,71
3115,607.52,D,85
3116,199.19,B,47
3117,45.38,E,93
3118,397.62,E,20
3119,251.63,B,40
3120,813.13,E,52
3121,345.15,B,60
3122,6.58,A,18
3123,409.47,C,19
3124,120.56,C,85
3125,403.63,E,52
3126,949.86,A,5
3127,865.88,A,45
3128,350.58,E,66
3129,534.82,D,14
3130,569.08,C,8
3131,617.20,A,54
3132,975.88,A,31
3133,904.62,D,95
3134,875.33,B,73
3135,494.51,D,20
3136,285.62,B,35
3137,910.19,C,52
3138,967.17,D,69
3139,143.68,E,97
3140,467.71,D,25
3141,400.61,C,88
3142,495.15,A,90
3143,845.53,D,81
3144,119.17,A,76
3145,181.29,E,38
3146,864.85,C,54
3147,31.83,A,59
3148,50.26,A,20
3149,168.23,D,25
3150,760.13,D,40
3151,948.55,C,30
3152,347.94,A,59
3153,521.95,D,13
3154,831.65,A,56
3155,489.99,C,87
3156,17.27,D,26
3157,645.84,A,32
3158,47.79,A,10
3159,744.08,C,61
3160,201.38,E,100
3161,699.60,B,22
3162,805.15,B,89
3163,160.62,E,81
3164,919.65,E,94
3165,441.16,D,72
3166,569.24,D,39
3167,938.50,E,59
3168,20.97,C,18
3169,399.63,A,19
3170,398.80,C,2
3171,797.34,A,31
3172,90.66,C,20
3173,583.40,D,80
3174,152.33,D,76
3175,958.66,D,15
3176,144.14,D,66
3177,134.24,D,91
3178,88.41,E,4
3179,658.63,B,37
3180,620.81,A,60
3181,739.39,B,34
3182,61.15,D,58
3183,51.31,E,87
3184,680.86,C,2
3185,124.07,D,66
3186,997.62,C,12
3187,295.79,C,89
3188,754.76,D,87
3189,22.28,C,6
3190,157.55,C,18
3191,395.48,B,65
3192,340.21,A,7
3193,682.76,D,47
3194,694.54,B,61
3195,727.70,D,27
3196,379.72,D,53
3197,240.03,B,25
3198,85.77,E,86
3199,37.67,A,59
3200,178.08,E,2
3201,495.57,D,37
3202,456.56,B,32
3203,291.51,E,42
3204,372.36,A,27
3205,852.11,A,30
3206,401.52,C,30
3207,569.44,E,70
3208,220.04,D,51
3209,461.34,E,44
3210,477.08,E,43
3211,283.49,D,100
3212,106.77,E,33
3213,758.03,D,99
3214,7.10,E,54
3215,947.63,B,44
3216,675.54,B,42
3217,277.13,E,88
3218,219.92,B,87
3219,401.02,D,5
3220,828.42,E,60
3221,126.10,B,26
3222,375.28,B,83
3223,991.91,D,25
3224,481.48,E,27
3225,774.40,E,15
3226,35.18,A,86
3227,22.29,C,56
3228,745.16,A,79
3229,693.30,A,67
3230,444.56,E,77
3231,968.81,E,24
3232,772.33,D,38
3233,729.84,D,23
3234,512.23,E,89
3235,151.99,A,67
3236,866.30,E,100
3237,952.74,C,70
3238,530.34,A,30
3239,820.30,E,26
3240,711.31,A,44
3241,738.14,D,99
3242,568.58,A,15
3243,688.51,E,53
3244,511.09,B,93
3245,200.34,D,57
3246,585.64,D,11
3247,591.16,B,24
3248,323.89,B,44
3249,4.21,B,69
3250,959.22,E,9
3251,939.40,D,34
3252,747.12,D,88
3253,432.26,D,8
3254,238.49,D,5
3255,135.88,A,19
3256,445.34,A,66
3257,534.67,A,11
3258,793.93,B,59
3259,802.63,B,29
3260,157.85,B,4
3261,27.68,D,28
3262,114.15,C,59
3263,626.21,B,35
3264,547.47,A,11
3265,477.63,D,7
3266,362.42,D,94
3267,966.17,D,78
3268,218.30,A,49
3269,753.62,C,75
3270,427.86,A,4
3271,138.18,E,59
3272,532.71,B,39
3273,802.02,D,82
3274,379.69,D,99
3275,710.31,D,59
3276,838.30,D,32
3277,247.97,C,71
3278,256.91,B,58
3279,69.80,C,36
3280,284.80,A,20
3281,866.86,C,96
3282,180.55,D,37
3283,335.09,A,63
3284,896.34,B,67
3285,80.37,B,76
3286,582.02,D,47
3287,491.92,C,86
3288,192.85,B,54
3289,962.75,A,7
3290,235.30,D,76
3291,95.43,B,75
3292,556.01,E,70
3293,521.97,A,76
3294,706.32,A,92
3295,786.56,C,28
3296,317.17,E,27
3297,238.85,D,36
3298,868.40,D,82
3299,406.18,E,72
3300,895.96,A,18
3301,413.18,C,60
3302,328.55,A,43
3303,835.91,C,82
3304,432.15,A,41
3305,248.12,C,35
3306,643.41,B,86
3307,29.98,A,5
3308,31.88,B,75
3309,31.42,E,49
3310,138.68,C,41
3311,483.18,B,80
3312,954.90,E,10
3313,866.13,A,19
3314,468.23,A,45
3315,486.60,B,44
3316,654.93,B,82
3317,523.38,E,73
3318,451.84,B,46
3319,978.77,B,86
3320,860.17,A,95
3321,306.84,B,54
3322,77.24,A,35
3323,15.21,D,85
3324,491.56,B,50
3325,415.42,D,77
3326,793.57,A,24
3327,27.23,B,2
3328,369.78,E,61
3329,148.27,E,29
3330,368.87,D,15
3331,370.04,D,61
3332,185.39,E,14
3333,212.72,A,78
3334,607.11,B,67
3335,548.66,D,53
3336,946.22,A,32
3337,970.97,E,90
3338,929.02,A,98
3339,946.54,C,92
3340,44.97,A,67
3341,563.43,A,99
3342,776.81,D,29
3343,266.05,A,74
3344,497.70,E,61
3345,555.73,C,90
3346,994.04,C,36
3347,455.91,C,68
3348,638.70,E,86
3349,492.87,C,21
3350,216.37,B,74
3351,114.74,B,98
3352,677.55,A,90
3353,608.73,D,65
3354,139.68,C,23
3355,48.04,A,35
3356,224.42,A,99
3357,891.26,E,52
3358,469.14,B,43
3359,72.66,A,44
3360,603.92,B,41
3361,720.20,B,68
3362,950.77,E,73
3363,465.79,C,1
3364,189.91,C,99
3365,165.71,B,35
3366,744.42,B,22
3367,662.19,D,30
3368,278.98,C,94
3369,634.69,A,22
3370,11.48,D,10
3371,779.18,B,88
3372,60.17,E,77
3373,696.84,E,95
3374,564.85,A,33
3375,592.39,D,1
3376,609.96,E,67
3377,884.29,C,100
3378,945.94,B,14
3379,12.61,A,46
3380,25.51,A,8
3381,496.67,E,28
3382,239.81,B,91
3383,32.93,D,80
3384,185.84,B,72
3385,724.00,C,32
3386,667.48,E,36
3387,471.73,B,76
3388,59.21,B,4
3389,496.48,C,80
3390,725.31,E,26
3391,200.94,E,84
3392,229.66,C,77
3393,912.78,D,93
3394,350.54,D,27
3395,982.60,E,16
3396,31.46,A,82
3397,36.35,B,14
3398,652.94,A,36
3399,837.82,B,16
3400,290.74,C,60
3401,302.30,D,25
3402,536.16,D,50
3403,567.04,E,32
3404,10.30,B,39
3405,287.46,C,24
3406,423.25,D,25
3407,760.27,E,87
3408,948.22,B,80
3409,776.86,C,10
3410,249.93,A,93
3411,311.55,E,94
3412,295.34,B,43
3413,553.50,B,45
3414,615.50,B,66
3415,244.75,C,98
3416,491.68,E,46
3417,799.75,A,17
3418,6.50,B,34
3419,123.57,E,62
3420,688.76,B,14
3421,778.83,B,8
3422,96.22,D,100
3423,751.72,B,75
3424,88.81,E,21
3425,610.69,C,72
3426,25.84,C,41
3427,135.56,D,6
3428,114.72,D,36
3429,251.67,D,83
3430,551.27,A,70
3431,359.22,A,76
3432,831.65,A,44
3433,234.93,C,48
3434,862.60,B,41
3435,627.51,D,56
3436,784.83,A,61
3437,588.61,B,44
3438,638.74,E,2
3439,878.88,C,92
3440,73.59,E,81
3441,18.47,A,35
3442,119.32,A,52
3443,427.64,A,67
3444,301.00,D,45
3445,378.51,B,37
3446,158.33,B,37
3447,415.13,B,92
3448,803.00,D,69
3449,344.67,E,85
3450,195.39,C,46
3451,259.17,B,61
3452,207.79,B,40
3453,324.71,A,40
3454,143.18,D,14
3455,816.69,D,67
3456,889.30,B,43
3457,76.20,A,68
3458,468.49,E,88
3459,252.89,A,47
3460,168.38,C,1
3461,776.92,E,65
3462,536.51,D,82
3463,744.96,A,35
3464,763.19,D,47
3465,780.87,A,53
3466,999.61,A,17
3467,106.94,D,61
3468,909.44,E,5
3469,204.22,D,2
3470,702.91,B,95
3471,112.32,C,100
3472,104.66,D,47
3473,106.80,A,39
3474,25.89,C,91
3475,979.43,D,41
3476,895.55,E,9
3477,291.55,D,23
3478,320.52,B,54
3479,438.92,C,63
3480,800.28,B,98
3481,310.29,C,97
3482,405.43,E,50
3483,617.10,E,66
3484,418.50,E,92
3485,304.62,E,100
3486,526.99,C,33
3487,623.33,C,93
3488,867.80,A,35
3489,552.99,D,54
3490,554.00,B,1
3491,331.17,C,41
3492,598.63,D,62
3493,503.34,A,79
3494,766.83,C,97
3495,173.22,B,85
3496,910.59,A,48
3497,279.20,B,16
3498,872.15,E,41
3499,124.87,A,95
3500,267.63,D,89
3501,641.82,D,45
3502,736.91,D,54
3503,813.94,A,79
3504,192.07,E,53
3505,668.24,B,52
3506,100.68,A,56
3507,414.08,B,7
3508,144.99,A,14
3509,52.53,B,1
3510,422.02,E,20
3511,386.46,E,58
3512,37.49,E,0
3513,157.90,B,79
3514,523.45,B,6
3515,252.60,C,72
3516,176.14,A,57
3517,723.35,D,66
3518,149.64,D,19
3519,174.64,E,30
3520,585.04,B,60
3521,486.65,A,2
3522,842.77,E,11
3523,539.35,C,98
3524,385.04,B,13
3525,979.15,C,18
3526,454.53,B,28
3527,364.93,E,54
3528,247.38,D,82
3529,474.48,E,82
3530,405.20,A,14
3531,99.26,B,9
3532,820.22,B,73
3533,833.73,C,89
3534,388.67,D,22
3535,317.99,C,14
3536,299.58,B,71
3537,733.67,A,75
3538,27.90,E,4
3539,335.41,D,70
3540,969.36,A,11
3541,823.70,A,69
3542,152.88,B,98
3543,106.36,A,5
3544,900.07,E,25
3545,998.58,B,93
3546,254.28,B,13
3547,508.74,B,39
3548,403.32,E,85
3549,845.85,D,39
3550,736.24,C,96
3551,476.59,E,48
3552,139.89,B,9
3553,511.70,E,7
3554,835.73,C,91
3555,461.37,D,73
3556,882.94,B,76
3557,123.08,B,52
3558,979.99,C,75
3559,557.04,A,54
3560,119.55,A,95
3561,189.40,B,87
3562,823.90,C,6
3563,284.61,C,60
3564,630.03,C,71
3565,177.41,A,79
3566,687.53,D,31
3567,617.18,A,42
3568,221.92,D,36
3569,850.56,D,16
3570,393.61,D,53
3571,454.77,D,54
3572,476.85,D,17
3573,560.82,D,95
3574,74.87,D,72
3575,471.97,B,0
3576,694.85,B,7
3577,348.06,E,71
3578,507.52,C,66
3579,103.16,B,56
3580,883.29,D,57
3581,923.67,D,32
3582,922.60,E,96
3583,525.85,D,93
3584,289.56,D,87
3585,807.47,A,19
3586,167.55,A,33
3587,119.60,E,98
3588,834.27,E,24
3589,15.79,A,6
3590,585.11,C,7
3591,812.83,E,59
3592,552.85,B,91
3593,469.78,B,49
3594,382.02,C,89
3595,372.99,C,50
3596,847.86,A,22
3597,414.69,A,98
3598,44.55,B,48
3599,82.77,E,17
3600,151.96,B,85
3601,801.84,A,86
3602,26.87,B,19
3603,439.36,E,33
3604,944.98,E,86
3605,335.15,D,29
3606,400.90,E,56
3607,39.40,B,97
3608,527.78,B,2
3609,991.77,C,71
3610,608.08,D,83
3611,401.59,E,80
3612,508.44,E,64
3613,666.92,D,100
3614,646.33,A,22
3615,853.07,C,97
3616,401.38,D,83
3617,793.62,C,44
3618,711.57,B,29
3619,909.55,D,15
3620,385.36,A,89
3621,624.13,C,38
3622,245.88,A,95
3623,31.10,D,10
3624,330.76,B,3
3625,501.97,D,50
3626,568.51,B,73
3627,139.05,E,45
3628,154.95,A,51
3629,594.04,D,92
3630,794.53,D,3
3631,378.62,A,64
3632,329.61,D,62
3633,819.10,A,41
3634,842.47,B,51
3635,651.55,B,93
3636,646.48,B,44
3637,929.30,B,92
3638,332.72,B,70
3639,89.18,B,39
3640,951.39,B,52
3641,102.39,D,15
3642,858.85,E,6
3643,462.66,D,78
3644,249.26,E,34
3645,355.01,A,93
3646,978.83,C,90
3647,396.47,A,39
3648,859.98,A,14
3649,247.94,A,37
3650,481.53,E,70
3651,6.04,D,10
3652,353.77,D,97
3653,960.03,D,85
3654,58.38,E,44
3655,804.04,C,81
3656,673.61,C,48
3657,140.84,B,4
3658,412.37,A,37
3659,17.51,D,87
3660,712.17,C,73
3661,27.23,A,81
3662,216.56,B,44
3663,421.11,A,38
3664,560.36,B,4
3665,310.55,E,32
3666,378.53,C,9
3667,429.46,B,79
3668,424.06,B,79
3669,709.68,C,7
3670,73.12,D,64
3671,958.41,B,21
3672,769.78,D,39
3673,602.30,E,85
3674,544.11,C,85
3675,161.79,C,32
3676,924.33,A,47
3677,163.50,E,6
3678,552.31,C,22
3679,610.35,E,58
3680,711.48,E,85
3681,763.32,D,38
3682,243.27,D,79
3683,113.76,B,57
3684,21.19,C,13
3685,600.67,B,54
3686,346.79,B,23
3687,166.87,C,67
3688,703.17,C,67
3689,664.37,A,2
3690,928.53,E,2
3691,497.16,D,33
3692,384.77,A,80
3693,311.00,E,20
3694,220.21,B,96
3695,12.47,B,5
3696,943.06,E,18
3697,134.41,C,61
3698,505.52,C,91
3699,476.32,B,33
3700,202.64,D,15
3701,683.44,D,39
3702,613.27,C,29
3703,18.70,E,50
3704,140.31,C,80
3705,462.87,D,90
3706,710.28,A,23
3707,680.77,D,19
3708,732.28,E,71
3709,2.94,E,84
3710,430.89,A,33
3711,358.80,E,4
3712,35.68,C,71
3713,475.27,C,39
3714,560.35,C,18
3715,289.90,C,91
3716,767.91,C,42
3717,375.42,D,72
3718,119.96,A,28
3719,687.43,E,9
3720,566.48,E,20
3721,938.15,B,14
3722,285.66,A,68
3723,680.90,A,76
3724,863.97,C,83
3725,127.09,B,28
3726,983.99,D,31
3727,638.38,B,69
3728,466.99,C,24
3729,994.15,C,12
3730,68.93,B,67
3731,79.06,A,94
3732,366.25,A,69
3733,618.90,C,23
3734,20.73,A,12
3735,608.49,D,89
3736,315.35,A,3
3737,836.32,D,66
3738,467.09,B,83
3739,12.80,D,65
3740,287.81,C,41
3741,788.44,D,89
3742,568.85,C,59
3743,818.95,A,83
3744,501.67,B,27
3745,732.64,C,67
3746,268.52,E,9
3747,125.21,B,67
3748,280.40,C,38
3749,457.02,D,68
3750,702.34,A,47
3751,416.79,C,48
3752,276.87,A,58
3753,50.61,A,64
3754,435.60,A,62
3755,114.42,A,90
3756,209.78,C,21
3757,965.72,E,99
3758,929.11,A,38
3759,921.93,D,36
3760,295.66,B,16
3761,334.06,C,99
3762,595.17,B,3
3763,696.84,E,99
3764,893.76,B,24
3765,708.74,C,59
3766,772.75,C,69
3767,551.84,C,86
3768,123.26,C,3
3769,473.35,D,59
3770,636.95,C,58
3771,757.00,B,12
3772,157.67,E,93
3773,653.12,C,88
3774,713.60,B,28
3775,113.73,C,99
3776,731.28,B,68
3777,743.11,C,59
3778,87.20,E,30
3779,339.59,A,48
3780,384.15,A,100
3781,868.81,D,34
3782,288.95,E,32
3783,396.34,E,78
3784,125.48,C,3
3785,292.60,C,45
3786,96.94,B,46
3787,736.82,D,47
3788,266.05,D,33
3789,628.38,A,42
3790,147.32,A,95
3791,127.77,B,93
3792,603.97,E,27
3793,791.64,B,32
3794,352.48,C,86
3795,296.92,C,79
3796,226.92,A,68
3797,198.55,B,7
3798,511.13,E,0
3799,851.84,D,60
3800,302.92,C,17
3801,601.39,B,86
3802,209.81,C,87
3803,240.14,A,37
3804,81.67,C,89
3805,940.05,B,62
3806,787.19,C,83
3807,601.90,A,58
3808,411.31,A,90
3809,353.20,E,72
3810,90.82,B,63
3811,273.65,C,61
3812,294.90,A,39
3813,36.74,D,51
3814,622.35,C,19
3815,669.32,C,34
3816,553.44,C,54
3817,317.00,E,36
3818,606.93,D,67
3819,934.78,C,81
3820,625.22,A,90
3821,181.21,E,51
3822,966.45,A,47
3823,138.23,E,88
3824,673.86,B,19
3825,769.88,B,12
3826,600.85,B,89
3827,528.93,B,34
3828,444.90,B,36
3829,210.26,D,31
3830,117.75,C,85
3831,593.95,A,25
3832,174.00,A,48
3833,252.45,B,52
3834,933.77,B,25
3835,876.93,E,79
3836,814.34,D,56
3837,753.27,D,99
3838,627.24,A,82
3839,834.65,D,55
3840,638.05,A,94
3841,476.45,A,52
3842,283.46,C,96
3843,481.04,C,10
3844,842.02,C,86
3845,480.19,D,94
3846,2.93,B,14
3847,863.21,E,0
3848,897.88,C,93
3849,67.86,E,20
3850,788.31,A,21
3851,439.61,E,23
3852,931.89,C,68
3853,105.20,E,39
3854,438.48,A,84
3855,792.97,A,60
3856,533.43,D,21
3857,234.08,B,2
3858,774.65,A,87
3859,621.93,C,68
3860,776.99,A,64
3861,374.35,E,88
3862,110.15,C,23
3863,455.89,B,41
3864,888.41,A,78
3865,516.01,A,60
3866,353.80,D,70
3867,234.97,C,73
3868,94.67,E,6
3869,703.86,A,4
3870,201.24,D,35
3871,135.82,B,29
3872,440.28,E,88
3873,372.79,C,16
3874,133.44,C,30
3875,902.69,D,71
3876,370.45,E,65
3877,402.32,C,82
3878,664.80,C,6
3879,919.39,D,56
3880,809.71,D,64
3881,206.72,B,77
3882,911.30,A,68
3883,953.94,E,47
3884,171.20,C,18
3885,975.08,B,76
3886,855.49,A,53
3887,519.95,E,36
3888,122.36,D,54
3889,745.95,A,5
3890,141.85,C,17
3891,905.29,A,50
3892,678.57,D,10
3893,95.37,C,44
3894,579.82,E,99
3895,517.81,E,61
3896,680.14,B,50
3897,56.92,C,6
3898,21.14,E,45
3899,905.17,A,93
3900,326.84,D,41
3901,740.91,A,30
3902,726.38,B,6
3903,345.71,D,46
